merged_umls_label,disease_mondo_term_norm,earliest_year,disease,documents
Rizatriptan benzoate,migraine without aura,2017.0,migraine without aura,['ANDA207836']
Roflumilast,"COPD, severe early onset",2011.0,severe copd,"['ANDA208180', 'ANDA208213', 'ANDA208247', 'ANDA208256', 'ANDA208257', 'ANDA208303', 'ANDA212490', 'ANDA213298', 'NDA022522']"
Roflumilast,asthma,2022.0,chronic obstructive pulmonary disease exacerbations,['ANDA208299']
Roflumilast,bronchitis,2011.0,chronic bronchitis,"['ANDA208180', 'ANDA208213', 'ANDA208247', 'ANDA208256', 'ANDA208257', 'ANDA208299', 'ANDA208303', 'ANDA212490', 'ANDA213298', 'NDA022522']"
Roflumilast,chronic obstructive pulmonary disease,2022.0,chronic obstructive pulmonary disease; copd,['ANDA208299'] ; ['ANDA208303']
Roflumilast,copd exacerbations,2011.0,copd exacerbations,"['ANDA208180', 'ANDA208213', 'ANDA208247', 'ANDA208256', 'ANDA208257', 'ANDA208303', 'ANDA212490', 'ANDA213298', 'NDA022522']"
Roflumilast,exacerbations,2022.0,exacerbations,['ANDA208299']
Roflumilast,psoriasis,2022.0,plaque psoriasis,['NDA215985']
Roflumilast,seborrheic dermatitis,2023.0,seborrheic dermatitis,['NDA217242']
Rosuvastatin,arterial revascularization procedure,2003.0,arterial revascularization procedure,"['ANDA079169', 'ANDA079170', 'ANDA201619', 'ANDA207296', 'ANDA208850', 'ANDA212059', 'NDA021366']"
Rosuvastatin,arterial revascularization procedures,2016.0,arterial revascularization procedures,"['ANDA079168', 'ANDA206381', 'ANDA207062', 'ANDA207375', 'ANDA207453', 'ANDA207626']"
Rosuvastatin,atherosclerosis,2016.0,atherosclerosis,"['ANDA079172', 'NDA208647']"
Rosuvastatin,cardiovascular disorder,2003.0,cardiovascular disease,"['ANDA079172', 'NDA021366']"
Rosuvastatin,homozygous familial hypercholesterolemia,2016.0,heterozygous familial hypercholesterolemia; homozygous familial hypercholesterolemia,"['ANDA079172', 'NDA208647'] ; ['ANDA079172', 'ANDA206434', 'ANDA206465', 'ANDA207408', 'ANDA207616', 'ANDA207752', 'ANDA208898', 'NDA208647']"
Rosuvastatin,hyperlipoproteinemia type 3,2016.0,primary dysbetalipoproteinemia; primary dysbetalipoproteinemia (type iii hyperlipoproteinemia); type iii hyperlipoproteinemia,"['ANDA206465', 'NDA208647'] ; ['ANDA079172', 'ANDA206434', 'ANDA207408', 'ANDA207616', 'ANDA207752', 'ANDA208898'] ; ['ANDA206465']"
Rosuvastatin,hyperlipoproteinemia type V,2016.0,primary hyperlipidemia,"['ANDA079172', 'NDA208647']"
Rosuvastatin,hypertriglyceridemia,2016.0,hypertriglyceridemia,"['ANDA079172', 'ANDA206434', 'ANDA206465', 'ANDA207408', 'ANDA207616', 'ANDA207752', 'ANDA208898', 'NDA208647']"
Rosuvastatin,major adverse cardiovascular events,2003.0,major adverse cardiovascular events,"['ANDA079170', 'ANDA208850', 'ANDA212059', 'NDA021366']"
Rosuvastatin,myocardial infarction,2016.0,myocardial infarction,"['ANDA079168', 'ANDA206381', 'ANDA207062', 'ANDA207375', 'ANDA207453', 'ANDA207626', 'NDA208647']"
Rosuvastatin,nonfatal myocardial infarction,2003.0,nonfatal myocardial infarction,"['ANDA079169', 'ANDA079170', 'ANDA201619', 'ANDA207296', 'ANDA208850', 'ANDA212059', 'NDA021366']"
Rosuvastatin,nonfatal stroke,2003.0,nonfatal stroke,"['ANDA079169', 'ANDA079170', 'ANDA201619', 'ANDA207296', 'ANDA208850', 'ANDA212059', 'NDA021366']"
Rosuvastatin,obsolete familial combined hyperlipidemia,2016.0,mixed dyslipidemia,['ANDA079172']
Rosuvastatin,obsolete sudden cardiac death,2003.0,cardiovascular death; cv death,"['NDA021366'] ; ['ANDA079169', 'ANDA079170', 'ANDA201619', 'ANDA207296', 'ANDA208850', 'ANDA212059']"
Rosuvastatin,stroke disorder,2016.0,stroke,"['ANDA079168', 'ANDA206381', 'ANDA207062', 'ANDA207375', 'ANDA207453', 'ANDA207626', 'NDA208647']"
Rotigotine,Parkinson disease,2007.0,parkinson's disease,['NDA021829']
Rotigotine,restless legs syndrome,2007.0,restless legs syndrome,['NDA021829']
Rubidium,coronary artery disorder,1989.0,coronary artery disease,"['NDA019414', 'NDA202153']"
Rubidium,myocardial perfusion,2016.0,myocardial perfusion,['NDA202153']
Rufinamide,Lennox-Gastaut syndrome,2008.0,lennox-gastaut syndrome,"['ANDA204964', 'ANDA204988', 'ANDA204993', 'ANDA205075', 'ANDA205095', 'ANDA207363', 'ANDA211388', 'ANDA213410', 'ANDA213457', 'ANDA214817', 'ANDA216549', 'ANDA216688', 'ANDA216841', 'ANDA217230', 'NDA021911', 'NDA201367']"
Rufinamide,epilepsy,2008.0,seizures,"['ANDA204964', 'ANDA204988', 'ANDA204993', 'ANDA205075', 'ANDA205095', 'ANDA207363', 'ANDA211388', 'ANDA213410', 'ANDA213457', 'ANDA214817', 'ANDA216549', 'ANDA216688', 'ANDA216841', 'ANDA217230', 'NDA021911', 'NDA201367']"
SESTAMIBI,coronary artery disorder,1990.0,coronary artery disease,"['ANDA078098', 'ANDA078806', 'ANDA078809', 'ANDA079157', 'NDA019785']"
SESTAMIBI,myocardial infarction,1990.0,infarction; myocardial infarction,"['NDA019785'] ; ['ANDA078098', 'ANDA078806', 'ANDA078809', 'ANDA079157']"
SESTAMIBI,myocardial ischemia,1990.0,myocardial ischemia,"['ANDA078098', 'ANDA078806', 'ANDA078809', 'ANDA079157', 'NDA019785']"
SITagliptin,type 2 diabetes mellitus,2006.0,type 2 diabetes mellitus,"['NDA021995', 'NDA022044', 'NDA202270', 'NDA209805', 'NDA211566', 'NDA216743', 'NDA219122']"
SORAfenib,clear cell renal carcinoma,2020.0,advanced renal cell carcinoma,"['ANDA207012', 'ANDA209567', 'ANDA216073', 'ANDA217095']"
SORAfenib,differentiated thyroid carcinoma,2005.0,differentiated thyroid carcinoma,"['ANDA207012', 'ANDA209050', 'ANDA216073', 'ANDA217095', 'NDA021923']"
SORAfenib,hepatocellular carcinoma,2005.0,hepatocellular carcinoma,['NDA021923']
SORAfenib,"locally recurrent or metastatic, progressive, differentiated thyroid carcinoma refractory to radioactive iodine treatment",2020.0,"locally recurrent or metastatic, progressive, differentiated thyroid carcinoma refractory to radioactive iodine treatment",['ANDA209567']
SORAfenib,renal cell carcinoma,2005.0,renal cell carcinoma,['NDA021923']
SORAfenib,unresectable hepatocellular carcinoma,2020.0,unresectable hepatocellular carcinoma,"['ANDA207012', 'ANDA209050', 'ANDA209567', 'ANDA216073', 'ANDA217095']"
SPS,pseudohypoaldosteronism type 2,1982.0,hyperkalemia,['ANDA087859']
SUNItinib,gastrointestinal stromal tumor,2006.0,gastrointestinal stromal tumor; gist,"['ANDA201275', 'ANDA213803', 'ANDA213914', 'ANDA214824', 'ANDA215843', 'ANDA218012', 'ANDA218615', 'NDA021938'] ; ['ANDA213803', 'ANDA213914']"
SUNItinib malate,gastrointestinal stromal tumor,2006.0,gastrointestinal stromal tumor; gist,"['ANDA201275', 'ANDA213803', 'ANDA213914', 'ANDA214824', 'ANDA215843', 'ANDA218012', 'ANDA218615', 'NDA021938'] ; ['ANDA213803', 'ANDA213914']"
SWEET BIRCH OIL,arthritic joint disease,2008.0,arthritis,['NDA022029']
SWEET BIRCH OIL,bruises,2008.0,bruises,['NDA022029']
SWEET BIRCH OIL,simple backache,2008.0,simple backache,['NDA022029']
SWEET BIRCH OIL,sprains,2008.0,sprains,['NDA022029']
SWEET BIRCH OIL,strains,2008.0,strains,['NDA022029']
Sacubitril,heart failure,2015.0,chronic heart failure; heart failure,"['ANDA213604', 'ANDA213605', 'ANDA213611', 'ANDA213627', 'ANDA213668', 'ANDA213676', 'ANDA213680', 'ANDA213748', 'ANDA213764', 'ANDA213808', 'NDA207620', 'NDA218591'] ; ['ANDA213604', 'ANDA213605', 'ANDA213611', 'ANDA213627', 'ANDA213676', 'ANDA213680', 'ANDA213682', 'ANDA213728', 'ANDA213764', 'NDA207620', 'NDA218591']"
Sacubitril,obsolete sudden cardiac death,2015.0,cardiovascular death,"['ANDA213627', 'ANDA213680', 'ANDA213682', 'ANDA213728', 'NDA207620', 'NDA218591']"
Sacubitril,reduced ejection fraction,2025.0,reduced ejection fraction,"['ANDA213668', 'ANDA213748', 'ANDA213808']"
Salmeterol,asthma,1997.0,asthma,"['ANDA203433', 'ANDA208891', 'ANDA213948', 'NDA020692', 'NDA021077', 'NDA021254', 'NDA208799']"
SandoSTATIN,acromegaly,1988.0,acromegaly,['NDA019667']
Sapropterin,heritable pulmonary arterial hypertension,2025.0,hpa,['ANDA218645']
Sapropterin,hyperphenylalaninemia due to tetrahydrobiopterin deficiency,2007.0,hyperphenylalaninemia; hyperphenylalaninemia (hpa),"['ANDA207207', 'ANDA207685', 'ANDA209452', 'ANDA210027', 'ANDA215420', 'ANDA215534', 'ANDA215798', 'ANDA216797', 'ANDA218645', 'ANDA218797', 'NDA022181', 'NDA205065'] ; ['ANDA207200']"
Sapropterin,phenylketonuria,2007.0,phenylketonuria; phenylketonuria (pku); pku,"['ANDA207207', 'ANDA207685', 'ANDA209452', 'ANDA210027', 'ANDA215420', 'ANDA215534', 'ANDA215798', 'ANDA216797', 'ANDA218645', 'ANDA218797', 'NDA022181', 'NDA205065'] ; ['ANDA207200'] ; ['ANDA218645']"
Sapropterin dihydrochloride,heritable pulmonary arterial hypertension,2025.0,hpa,['ANDA218645']
Sapropterin dihydrochloride,hyperphenylalaninemia due to tetrahydrobiopterin deficiency,2007.0,hyperphenylalaninemia; hyperphenylalaninemia (hpa),"['ANDA207207', 'ANDA207685', 'ANDA209452', 'ANDA210027', 'ANDA215420', 'ANDA215534', 'ANDA215798', 'ANDA216797', 'ANDA218645', 'ANDA218797', 'NDA022181', 'NDA205065'] ; ['ANDA207200']"
Sapropterin dihydrochloride,phenylketonuria,2007.0,phenylketonuria; phenylketonuria (pku); pku,"['ANDA207207', 'ANDA207685', 'ANDA209452', 'ANDA210027', 'ANDA215420', 'ANDA215534', 'ANDA215798', 'ANDA216797', 'ANDA218645', 'ANDA218797', 'NDA022181', 'NDA205065'] ; ['ANDA207200'] ; ['ANDA218645']"
Sarecycline,acne,2018.0,acne vulgaris,['NDA209521']
Sarecycline,inflammatory disease,2018.0,inflammatory lesions,['NDA209521']
Sargramostim,acute myeloid leukemia by FAB classification,1991.0,acute myeloid leukemia,['BLA103362']
Sargramostim,infections resulting in death,1991.0,infections resulting in death,['BLA103362']
Sargramostim,severe and life-threatening infections,1991.0,severe and life-threatening infections,['BLA103362']
Scopolamine,motion sickness,1979.0,motion sickness,"['ANDA078830', 'ANDA203753', 'ANDA208769', 'ANDA212342', 'ANDA215329', 'ANDA218384', 'NDA017874']"
Scopolamine,nausea,1979.0,nausea,['NDA017874']
Scopolamine,nausea and vomiting,2015.0,nausea and vomiting,"['ANDA078830', 'ANDA203753', 'ANDA208769', 'ANDA212342', 'ANDA215329', 'ANDA218384']"
Scopolamine,post-operative nausea and vomiting,2015.0,post-operative nausea and vomiting,['ANDA078830']
Scopolamine,vomiting,1979.0,vomiting,['NDA017874']
Selegiline,Parkinson disease,2006.0,parkinson’s disease,['NDA021479']
Selegiline,deterioration in the quality of their response,1997.0,deterioration in the quality of their response,"['ANDA074672', 'ANDA074871']"
Selegiline,deterioration in the quality of their response to therapy,1998.0,deterioration in the quality of their response to therapy,['ANDA075352']
Selegiline,major depressive disorder,2006.0,major depressive disorder,['NDA021336']
Selegiline,off time,1997.0,off time,"['ANDA074672', 'ANDA074871']"
Selegiline,parkinsonian disorder,1996.0,parkinsonian,"['ANDA074565', 'ANDA074672', 'ANDA074871', 'ANDA075321', 'ANDA075352', 'ANDA206803']"
Selegiline Hydrochloride,Parkinson disease,2006.0,parkinson’s disease,['NDA021479']
Selegiline Hydrochloride,deterioration in the quality of their response,1997.0,deterioration in the quality of their response,"['ANDA074672', 'ANDA074871']"
Selegiline Hydrochloride,deterioration in the quality of their response to therapy,1998.0,deterioration in the quality of their response to therapy,['ANDA075352']
Selegiline Hydrochloride,off time,1997.0,off time,"['ANDA074672', 'ANDA074871']"
Selegiline Hydrochloride,parkinsonian disorder,1996.0,parkinsonian,"['ANDA074565', 'ANDA074672', 'ANDA074871', 'ANDA075321', 'ANDA075352', 'ANDA206803']"
Selenium,parenteral nutrition,2019.0,parenteral nutrition,"['ANDA219629', 'NDA209379']"
Selenium sulfide,pityriasis simplex,1991.0,dandruff,['ANDA089996']
Selenium sulfide,pityriasis versicolor,1991.0,tinea versicolor,['ANDA089996']
Selenium sulfide,seborrheic infantile dermatitis,1991.0,seborrheic dermatitis of the scalp,['ANDA089996']
Serine,anastomotic leaks,2012.0,anastomotic leaks,['ANDA091112']
Serine,complications from antineoplastic therapy,2012.0,complications from antineoplastic therapy,['ANDA091112']
Serine,essential fatty acid deficiency,2014.0,essential fatty acid deficiency,['NDA200656']
Serine,extensive burns,1984.0,extensive burns,['NDA019018']
Serine,fistulae,2012.0,fistulae,['ANDA091112']
Serine,gastrointestinal absorption of protein is impaired,1991.0,gastrointestinal absorption of protein is impaired,"['NDA020015', 'NDA020041']"
Serine,ileus,2012.0,ileus,['ANDA091112']
Serine,inflammatory disease,2012.0,inflammatory disease,['ANDA091112']
Serine,low birth weight,1985.0,low birth weight,"['ANDA075880', 'NDA019398', 'NDA019492']"
Serine,negative nitrogen balance,1984.0,negative nitrogen balance,"['ANDA020512', 'NDA018931', 'NDA019018', 'NDA020015', 'NDA020041', 'NDA020678', 'NDA020734', 'NDA020849', 'NDA200656']"
Serine,obstruction,2012.0,obstruction,['ANDA091112']
Serine,parenteral nutrition,1997.0,parenteral nutrition,['NDA020678']
Serine,parenteral nutrition requirement,2014.0,parenteral nutrition requirement,['NDA200656']
Serine,stress conditions,1991.0,stress conditions,"['NDA020015', 'NDA020041']"
Seroquel,bipolar I disorder,1997.0,bipolar i disorder,"['NDA020639', 'NDA022047']"
Seroquel,bipolar disorder,1997.0,bipolar disorder; manic episodes,"['NDA022047'] ; ['NDA020639', 'NDA022047']"
Seroquel,depressive disorder,1997.0,depressive episodes,"['NDA020639', 'NDA022047']"
Seroquel,major depressive disorder,2007.0,major depressive disorder,['NDA022047']
Seroquel,mixed episodes,2007.0,mixed episodes,['NDA022047']
Seroquel,schizophrenia,1997.0,schizophrenia,"['NDA020639', 'NDA022047']"
Sertraline,Parkinson disease,2006.0,pd,"['ANDA076465', 'ANDA078403']"
Sertraline,Pelizeaus-Merzbacher spectrum disorder,2006.0,pmdd,"['ANDA076465', 'ANDA078403']"
Sertraline,endogenous depression,2006.0,mdd,"['ANDA076465', 'ANDA078403', 'ANDA218853']"
Sertraline,major depressive disorder,1991.0,major depressive disorder,"['ANDA076442', 'ANDA076465', 'ANDA076881', 'ANDA076934', 'ANDA077206', 'ANDA077397', 'ANDA077670', 'ANDA078403', 'ANDA078861', 'ANDA202825', 'ANDA214790', 'ANDA218853', 'NDA019839', 'NDA020990', 'NDA215133']"
Sertraline,obsessive-compulsive disorder,1991.0,obsessive-compulsive disorder,"['ANDA076442', 'ANDA076465', 'ANDA076881', 'ANDA076934', 'ANDA077206', 'ANDA077670', 'ANDA078403', 'ANDA078861', 'ANDA202825', 'ANDA214790', 'ANDA218853', 'NDA019839', 'NDA020990', 'NDA215133']"
Sertraline,obsessive-compulsive personality disorder,2006.0,ocd,"['ANDA076465', 'ANDA078403', 'ANDA218853']"
Sertraline,panic disorder,1991.0,panic disorder,"['ANDA076442', 'ANDA076465', 'ANDA076881', 'ANDA076934', 'ANDA077206', 'ANDA077670', 'ANDA078403', 'ANDA078861', 'ANDA202825', 'ANDA214790', 'NDA019839', 'NDA020990']"
Sertraline,post-traumatic stress disorder,1991.0,post-traumatic stress disorder; posttraumatic stress disorder; ptsd,"['ANDA076881'] ; ['ANDA076442', 'ANDA076465', 'ANDA076934', 'ANDA077206', 'ANDA077670', 'ANDA078403', 'ANDA078861', 'ANDA202825', 'ANDA214790', 'NDA019839', 'NDA020990'] ; ['ANDA076465', 'ANDA078403']"
Sertraline,premenstrual dysphoric disorder,1991.0,premenstrual dysphoric disorder,"['ANDA076442', 'ANDA076465', 'ANDA076881', 'ANDA076934', 'ANDA077206', 'ANDA077670', 'ANDA078403', 'ANDA078861', 'ANDA202825', 'ANDA214790', 'NDA019839', 'NDA020990']"
Sertraline,seasonal affective disorder,2006.0,sad,"['ANDA076465', 'ANDA078403']"
Sertraline,social phobia,1991.0,social anxiety disorder,"['ANDA076442', 'ANDA076465', 'ANDA076881', 'ANDA076934', 'ANDA077206', 'ANDA077670', 'ANDA078403', 'ANDA078861', 'ANDA202825', 'ANDA214790', 'NDA019839', 'NDA020990']"
Sevelamer,chronic kidney disease,2000.0,chronic kidney disease; ckd,"['ANDA200959', 'ANDA203860', 'ANDA204724', 'ANDA206094', 'ANDA206100', 'ANDA206883', 'ANDA207179', 'ANDA207288', 'ANDA207291', 'ANDA207624', 'ANDA209374', 'ANDA210464', 'ANDA211316', 'ANDA211915', 'ANDA211917', 'ANDA212599', 'ANDA213145', 'ANDA215537', 'ANDA215998', 'ANDA217319', 'ANDA218966', 'ANDA219931', 'NDA021179', 'NDA022127', 'NDA022318'] ; ['ANDA204724', 'ANDA206883', 'ANDA212599', 'ANDA213145', 'ANDA215537', 'ANDA217319', 'ANDA218966', 'NDA021179', 'NDA022127', 'NDA022318']"
Sevelamer,serum phosphorus,2017.0,serum phosphorus,"['ANDA206100', 'ANDA207291', 'ANDA207624', 'ANDA209374', 'ANDA210464', 'ANDA211316', 'ANDA211917']"
Sildenafil,erectile dysfunction,1998.0,erectile dysfunction,"['ANDA077342', 'ANDA091448', 'ANDA202023', 'ANDA202255', 'ANDA202659', 'ANDA203962', 'ANDA204882', 'ANDA206401', 'ANDA207178', 'ANDA208494', 'ANDA209302', 'ANDA216383', 'ANDA218045', 'NDA020895']"
Sildenafil,pulmonary arterial hypertension,2005.0,pah; pulmonary arterial hypertension,"['ANDA091479', 'ANDA202025', 'ANDA202598', 'ANDA203623', 'ANDA203814', 'ANDA203963', 'ANDA203988', 'ANDA210394', 'ANDA211092', 'ANDA212260', 'ANDA213014', 'ANDA213814', 'ANDA214641', 'ANDA214773', 'ANDA215708', 'NDA021845', 'NDA022473', 'NDA203109'] ; ['ANDA078380', 'ANDA091479', 'ANDA202025', 'ANDA202598', 'ANDA203623', 'ANDA203814', 'ANDA203963', 'ANDA203988', 'ANDA204883', 'ANDA210394', 'ANDA211092', 'ANDA211534', 'ANDA211638', 'ANDA212260', 'ANDA212440', 'ANDA212883', 'ANDA213014', 'ANDA213814', 'ANDA214641', 'ANDA214773', 'ANDA215708', 'NDA021845', 'NDA022473', 'NDA203109']"
Siltuximab,multicentric Castleman disease,2014.0,multicentric castleman's disease,['BLA125496']
Silvadene,second- and third-degree burns,1973.0,second- and third-degree burns,['NDA017381']
Silvadene,wound sepsis,1973.0,wound sepsis,['NDA017381']
Simethicone,bloating,2000.0,bloating,"['ANDA077500', 'ANDA209837', 'ANDA211059', 'ANDA211438', 'ANDA213484', 'ANDA214541', 'ANDA215981', 'NDA021140']"
Simethicone,cramps,2000.0,cramps,"['ANDA077500', 'ANDA209837', 'ANDA211059', 'ANDA211438', 'ANDA213484', 'ANDA214541', 'ANDA215981', 'NDA021140']"
Simethicone,diarrheal disease,2000.0,diarrhea,"['ANDA077500', 'ANDA209837', 'ANDA211059', 'ANDA211438', 'ANDA213484', 'ANDA214541', 'ANDA215981', 'NDA021140']"
Simethicone,gas,2000.0,gas,"['ANDA077500', 'ANDA209837', 'ANDA211059', 'ANDA213484', 'ANDA215981', 'NDA021140']"
Simethicone,pressure,2000.0,pressure,"['ANDA077500', 'ANDA209837', 'ANDA211059', 'ANDA211438', 'ANDA213484', 'ANDA214541', 'ANDA215981', 'NDA021140']"
Simvastatin,atherosclerosis,2006.0,atherosclerotic vascular disease,"['ANDA078034', 'ANDA200909', 'ANDA208831']"
Simvastatin,cerebrovascular disorder,1991.0,cerebrovascular disease,"['ANDA077691', 'ANDA078155', 'ANDA090383', 'ANDA200895', 'ANDA211394', 'NDA019766']"
Simvastatin,coronary artery disorder,1991.0,coronary heart disease,"['ANDA077691', 'ANDA078103', 'ANDA078155', 'ANDA090383', 'ANDA200895', 'ANDA211394', 'NDA019766']"
Simvastatin,diabetes mellitus,1991.0,diabetes,"['ANDA077691', 'ANDA078155', 'ANDA090383', 'ANDA200895', 'ANDA211394', 'NDA019766']"
Simvastatin,"hypercholesterolemia, familial, 1",2017.0,elevated low density lipoprotein cholesterol (ldl-c),"['ANDA200082', 'ANDA202968', 'ANDA208699', 'ANDA209222']"
Simvastatin,hyperlipidemia,2006.0,hypercholesterolemia,"['ANDA078034', 'ANDA200909', 'ANDA208831']"
Simvastatin,hyperlipoproteinemia type V,2004.0,primary hyperlipidemia,"['ANDA200082', 'ANDA202968', 'ANDA208699', 'ANDA209222', 'NDA021687']"
Simvastatin,myocardial infarction,2007.0,coronary events; myocardial infarction,"['ANDA078103'] ; ['ANDA078103', 'ANDA078155', 'ANDA090383', 'ANDA200895', 'ANDA211394']"
Simvastatin,peripheral vascular disease,1991.0,peripheral vascular disease,"['ANDA077691', 'ANDA078155', 'ANDA090383', 'ANDA200895', 'ANDA211394', 'NDA019766']"
Simvastatin,stroke disorder,2007.0,stroke,"['ANDA078103', 'ANDA078155', 'ANDA090383', 'ANDA200895', 'ANDA211394']"
Sinecatechins,anogenital human papillomavirus infection,2006.0,condylomata acuminata; external genital and perianal warts,['NDA021902'] ; ['NDA021902']
Sinemet,Parkinson disease,1975.0,parkinson's disease,['NDA017555']
Sinemet,postencephalitic Parkinson disease,1975.0,post-encephalitic parkinsonism,['NDA017555']
Sinemet,secondary Parkinson disease,1975.0,symptomatic parkinsonism,['NDA017555']
Sirolimus,clear cell renal carcinoma,2007.0,advanced renal cell carcinoma,"['ANDA203153', 'ANDA207383', 'NDA022088']"
Sirolimus,facial angiofibroma,2022.0,facial angiofibroma,['NDA213478']
Sirolimus,neoplasm with perivascular epithelioid cell differentiation,2021.0,malignant perivascular epithelioid cell tumor; pecoma,['NDA213312'] ; ['NDA213312']
Sirolimus,organ rejection,1999.0,organ rejection,"['ANDA201578', 'ANDA201676', 'ANDA208691', 'ANDA211040', 'ANDA211212', 'ANDA211406', 'ANDA214753', 'ANDA215080', 'ANDA215116', 'ANDA216728', 'NDA021083', 'NDA021110']"
Sirolimus,tuberous sclerosis,2022.0,tuberous sclerosis,['NDA213478']
Sisomicin,complicated urinary tract infections,2018.0,complicated urinary tract infections,['NDA210303']
Sisomicin,pyelonephritis,2018.0,pyelonephritis,['NDA210303']
Small interfering RNA,factor ix inhibitors,2025.0,factor ix inhibitors,['NDA219019']
Small interfering RNA,factor viii inhibitors,2025.0,factor viii inhibitors,['NDA219019']
Small interfering RNA,hemophilia A,2025.0,hemophilia a,['NDA219019']
Small interfering RNA,hemophilia B,2025.0,hemophilia b,['NDA219019']
Small interfering RNA,primary hyperoxaluria type 1,2020.0,ph1; primary hyperoxaluria type 1,['NDA214103'] ; ['NDA214103']
Sodium Chloride,acidosis disorder,1989.0,acidosis,['NDA019696']
Sodium Chloride,acute kidney failure,1978.0,acute renal failure,"['NDA017512', 'NDA020163', 'NDA020183']"
Sodium Chloride,anhidrosis,1988.0,excess sweating,['NDA019635']
Sodium Chloride,bowel cleansing,1991.0,bowel cleansing,['NDA019797']
Sodium Chloride,burn,1975.0,burns,"['NDA017586', 'NDA017609']"
Sodium Chloride,cardiac arrest,2022.0,cardiac arrest,['ANDA214623']
Sodium Chloride,catheter patency,1982.0,catheter patency,['NDA018609']
Sodium Chloride,chronic renal failure syndrome,1978.0,chronic kidney failure; chronic renal failure,"['NDA018883', 'NDA020171'] ; ['NDA017512', 'NDA020163', 'NDA020183']"
Sodium Chloride,colonoscopy,2018.0,colonoscopy,['NDA209381']
Sodium Chloride,dehydration,1983.0,dehydration,"['ANDA211190', 'NDA019022', 'NDA019696']"
Sodium Chloride,diarrheal disease,1988.0,diarrhea,['NDA019635']
Sodium Chloride,dilution,2012.0,dilution,['NDA202832']
Sodium Chloride,disorder of acid-base balance,2006.0,acid-base imbalances,"['NDA021703', 'NDA207026']"
Sodium Chloride,dissolving the drugs,2012.0,dissolving the drugs,['NDA202832']
Sodium Chloride,electrolyte,1979.0,electrolyte,['NDA017484']
Sodium Chloride,electrolyte homeostasis,1984.0,electrolyte homeostasis,['NDA018895']
Sodium Chloride,electrolyte imbalance,1983.0,electrolyte imbalance,"['ANDA211190', 'NDA019022']"
Sodium Chloride,electrolyte imbalances,2006.0,electrolyte imbalances,"['NDA021703', 'NDA207026']"
Sodium Chloride,excessive water intake,1988.0,excessive water intake,['NDA019635']
Sodium Chloride,heart failure,1988.0,heart failure,['NDA019635']
Sodium Chloride,hemoglobin C-beta-thalassemia syndrome,2017.0,class 3 beta-thalassemia,['NDA208264']
Sodium Chloride,hydration,1989.0,hydration,['NDA019708']
Sodium Chloride,hypochloremia,1988.0,hypochloremia,['NDA019635']
Sodium Chloride,hyponatremia,1988.0,hyponatremia,['NDA019635']
Sodium Chloride,hypothermia,1982.0,hypothermia,"['ANDA075323', 'ANDA214623', 'NDA018608']"
Sodium Chloride,iatrogenic magnesium deficiency,1975.0,iatrogenic magnesium deficiency,['NDA017610']
Sodium Chloride,injury,1975.0,trauma,"['NDA017586', 'NDA017609']"
Sodium Chloride,ischemic disease,1982.0,ischemia,"['ANDA075323', 'ANDA214623', 'NDA018608']"
Sodium Chloride,kidney failure,1988.0,kidney failure; renal impairment,['NDA021321'] ; ['NDA019635']
Sodium Chloride,kidney replacement therapy,2002.0,kidney replacement therapy,['NDA021321']
Sodium Chloride,leptomeningeal sarcoma,1996.0,meningeal leukemia,['NDA020577']
Sodium Chloride,low salt syndrome,1988.0,low salt syndrome,['NDA019635']
Sodium Chloride,lymphoid leukemia,1996.0,lymphocytic lymphoma,['NDA020577']
Sodium Chloride,negative nitrogen balance,1997.0,negative nitrogen balance,['NDA020678']
Sodium Chloride,nutritional deficiency disease,2019.0,malnutrition,['ANDA211190']
Sodium Chloride,parenteral nutrition,1997.0,parenteral nutrition,['NDA020678']
Sodium Chloride,restricted oral intake,1984.0,restricted oral intake,['NDA018897']
Sodium Chloride,severe salt depletion,1988.0,severe salt depletion,['NDA019635']
Sodium Chloride,shock,1975.0,shock,"['NDA017586', 'NDA017609']"
Sodium Chloride,sodium electrolyte imbalance,2021.0,sodium electrolyte imbalance,"['ANDA212248', 'ANDA217796']"
Sodium Chloride,vomiting,1988.0,vomiting,['NDA019635']
Sodium Chloride,warm-temperature ischemia,1985.0,warm-temperature ischemia,['NDA019319']
Sodium Diatrizoate,computed tomography,2022.0,computed tomography,['ANDA214201']
Sodium Diatrizoate,radiographic examination,2022.0,radiographic examination,['ANDA214201']
Sodium Diclofenac,actinic keratosis,2013.0,actinic keratoses,"['ANDA200936', 'ANDA206298', 'ANDA206493', 'ANDA208301', 'ANDA210893', 'ANDA212351']"
Sodium Diclofenac,ankylosing spondylitis,1996.0,ankylosing spondylitis,"['ANDA074514', 'ANDA075185', 'ANDA075281', 'ANDA077863', 'ANDA090066', 'ANDA216548']"
Sodium Diclofenac,arthritic joint disease,2016.0,arthritis; arthritis pain,"['ANDA210986', 'ANDA211253'] ; ['ANDA204306', 'ANDA208077', 'ANDA210986']"
Sodium Diclofenac,nsaid-induced gastric and duodenal ulcers and their complications,1997.0,nsaid-induced gastric and duodenal ulcers and their complications,['NDA020607']
